"X","Flux","Site","Date","MMDD","group_date","year","monthnoyear","month","dayofyear","day","Primkey"
1,2.72430550060464,"GRASS",2017-08-30,"0830","summer_2017",2017,8,"082017",242,"30","GRASS2017-08-30"
2,5.05430686926688,"BOER",2017-08-30,"0830","summer_2017",2017,8,"082017",242,"30","BOER2017-08-30"
3,1.16392914570578,"GRASS",2017-08-30,"0830","summer_2017",2017,8,"082017",242,"30","GRASS2017-08-30"
4,3.1203276042195,"GRASS",2017-08-30,"0830","summer_2017",2017,8,"082017",242,"30","GRASS2017-08-30"
5,4.90079287402046,"DUNE",2017-08-30,"0830","summer_2017",2017,8,"082017",242,"30","DUNE2017-08-30"
6,4.9199816108573,"DUNE",2017-08-30,"0830","summer_2017",2017,8,"082017",242,"30","DUNE2017-08-30"
7,28.4411347839434,"DUNE",2017-08-30,"0830","summer_2017",2017,8,"082017",242,"30","DUNE2017-08-30"
8,10.1352284647256,"DUNE",2017-08-30,"0830","summer_2017",2017,8,"082017",242,"30","DUNE2017-08-30"
9,26.8743822439782,"DUNE",2017-08-30,"0830","summer_2017",2017,8,"082017",242,"30","DUNE2017-08-30"
10,12.2595264374349,"DUNE",2017-08-30,"0830","summer_2017",2017,8,"082017",242,"30","DUNE2017-08-30"
11,2.83887660655157,"DUNE",2017-09-29,"0929","fall_2017",2017,9,"092017",272,"29","DUNE2017-09-29"
12,62.2391737301785,"DUNE",2017-09-29,"0929","fall_2017",2017,9,"092017",272,"29","DUNE2017-09-29"
13,19.6116079095769,"DUNE",2017-09-29,"0929","fall_2017",2017,9,"092017",272,"29","DUNE2017-09-29"
14,2.15114977135304,"DUNE",2017-09-29,"0929","fall_2017",2017,9,"092017",272,"29","DUNE2017-09-29"
15,0.432265896281439,"GRASS",2017-10-27,"1027","fall_2017",2017,10,"102017",300,"27","GRASS2017-10-27"
16,22.7266317778302,"DUNE",2017-10-27,"1027","fall_2017",2017,10,"102017",300,"27","DUNE2017-10-27"
17,0.861637037097696,"GRASS",2017-10-27,"1027","fall_2017",2017,10,"102017",300,"27","GRASS2017-10-27"
18,0.510039200816919,"BOER",2017-11-15,"1115","fall_2017",2017,10,"112017",319,"15","BOER2017-11-15"
19,4.57770201133575,"DUNE",2017-10-27,"1027","fall_2017",2017,10,"102017",300,"27","DUNE2017-10-27"
20,4.63120566007591,"DUNE",2017-11-15,"1115","fall_2017",2017,10,"112017",319,"15","DUNE2017-11-15"
21,24.3175661954013,"DUNE",2017-11-15,"1115","fall_2017",2017,10,"112017",319,"15","DUNE2017-11-15"
22,6.78918424797469,"DUNE",2017-11-15,"1115","fall_2017",2017,10,"112017",319,"15","DUNE2017-11-15"
23,5.76044034690027,"DUNE",2017-11-15,"1115","fall_2017",2017,10,"112017",319,"15","DUNE2017-11-15"
24,5.52553172748507,"DUNE",2017-11-15,"1115","fall_2017",2017,10,"112017",319,"15","DUNE2017-11-15"
25,2.22214329429646,"BOER",2017-12-06,"1206","fall_2017",2017,11,"122017",340,"06","BOER2017-12-06"
26,5.12623951115169,"DUNE",2017-12-06,"1206","fall_2017",2017,11,"122017",340,"06","DUNE2017-12-06"
27,20.4624713369516,"DUNE",2017-12-06,"1206","fall_2017",2017,11,"122017",340,"06","DUNE2017-12-06"
28,7.60887799194417,"DUNE",2017-12-06,"1206","fall_2017",2017,11,"122017",340,"06","DUNE2017-12-06"
29,9.35284526586354,"DUNE",2017-12-06,"1206","fall_2017",2017,11,"122017",340,"06","DUNE2017-12-06"
30,17.9728922107166,"DUNE",2017-12-06,"1206","fall_2017",2017,11,"122017",340,"06","DUNE2017-12-06"
31,2.1016535890339,"DUNE",2017-12-06,"1206","fall_2017",2017,11,"122017",340,"06","DUNE2017-12-06"
32,0.482118380538868,"BOER",2018-02-02,"0202","winter_2018",2018,1,"022018",32,"02","BOER2018-02-02"
33,0.495852492102182,"BOER",2018-02-02,"0202","winter_2018",2018,1,"022018",32,"02","BOER2018-02-02"
34,0.40621533464443,"BOER",2018-02-02,"0202","winter_2018",2018,1,"022018",32,"02","BOER2018-02-02"
35,0.54479148637376,"BOER",2018-02-02,"0202","winter_2018",2018,1,"022018",32,"02","BOER2018-02-02"
36,37.4205008084049,"DUNE",2018-02-02,"0202","winter_2018",2018,1,"022018",32,"02","DUNE2018-02-02"
37,304.314414334846,"DUNE",2018-02-02,"0202","winter_2018",2018,1,"022018",32,"02","DUNE2018-02-02"
38,2.30389558412901,"GRASS",2018-02-09,"0209","winter_2018",2018,1,"022018",39,"09","GRASS2018-02-09"
